Date,Open,High,Low,Close,Adj Close,Volume,fscore
2017-09-13,235.242004,235.934998,229.332001,230.511993,230.511993,18478800.0,0.031333909908868196
2017-09-14,230.608994,232.440002,227.960999,230.643997,230.643997,20997800.0,0.7306673196336975
2017-09-15,230.492004,259.182007,229.822006,230.304001,230.304001,19177800.0,0.13436889641089111
2017-09-16,230.25,231.214996,227.401993,229.091003,229.091003,20144200.0,0.741839151148204
2017-09-17,229.076004,230.285004,228.925995,229.809998,229.809998,18935400.0,0.5953220794262793
2017-09-18,233.520996,234.352997,232.184998,232.975006,232.975006,20242200.0,0.47348277871177513
2017-09-19,232.858002,233.205002,231.089005,231.492996,231.492996,12712600.0,0.12316993956903233
2017-09-20,231.399002,232.365005,230.910004,231.212006,231.212006,14444700.0,0.3432925724724264
2017-09-21,231.216995,231.216995,226.520996,227.085007,227.085007,19678800.0,0.5698609047430487
2017-09-22,226.968994,232.386002,225.117004,230.617996,230.617996,25009300.0,0.9018671984877707
2017-09-23,230.936005,231.835007,229.591003,230.283005,230.283005,17254100.0,0.7358748024917418
2017-09-24,230.358002,235.649002,230.294998,234.529007,234.529007,25097800.0,0.6498000252874413
2017-09-25,234.362,237.427002,233.684006,235.143997,235.143997,22363600.0,0.9109000994294778
2017-09-26,235.076004,235.403,233.358002,234.339996,234.339996,13724100.0,0.12268313889772575
2017-09-27,234.139008,234.526001,232.475998,232.757004,232.757004,14179900.0,0.30689795948548904
2017-09-28,232.835999,239.339005,232.466995,239.141998,239.141998,24713000.0,0.8333725910736235
2017-09-29,239.016006,239.802002,235.927994,236.686996,236.686996,22691300.0,0.4482879043588537
2017-09-30,236.639999,237.733994,235.628998,236.059998,236.059998,19743500.0,0.11565342374205767
2017-10-01,236.003998,238.445007,235.615997,237.548996,237.548996,20488800.0,0.4520874558244786
2017-10-02,237.264008,238.541,236.602997,237.292999,237.292999,19677900.0,0.4336991267366155
2017-10-03,237.201996,239.315002,236.944,238.729996,238.729996,16482700.0,0.8880875315399271
2017-10-04,238.531006,238.968002,237.940002,238.259003,238.259003,12999000.0,0.4638654577314607
2017-10-05,238.147003,240.382996,237.035004,240.382996,240.382996,23335900.0,0.6883874221095216
2017-10-06,240.363998,246.934998,240.136002,246.063004,246.063004,27535100.0,0.33580223628718064
2017-10-07,246.169998,246.681,242.585007,242.968994,242.968994,22999200.0,0.8089150722060087
2017-10-08,243.074997,244.251007,242.179001,242.304001,242.304001,18515300.0,0.14125032139174276
2017-10-09,242.498001,244.227997,242.121994,243.931,243.931,17353100.0,0.2076148758852806
2017-10-10,243.740005,245.319,243.074005,244.940994,244.940994,15912700.0,0.7272336047056032
2017-10-11,244.742004,247.242996,244.151993,247.050003,247.050003,16827300.0,0.1846445793787279
2017-10-12,246.875,247.453995,245.179001,245.307999,245.307999,17388300.0,0.5526302939130014
2017-10-13,245.199997,250.235992,243.757004,249.507996,249.507996,28198500.0,0.24257406929881098
2017-10-14,249.492996,254.274994,248.903,251.988998,251.988998,27462600.0,0.15871225762167596
2017-10-15,252.106995,255.962006,252.046005,254.320007,254.320007,25223500.0,0.24647011829684484
2017-10-16,254.296005,266.13501,253.925995,262.868988,262.868988,35901500.0,0.7926152500044984
2017-10-17,262.747009,273.578003,262.367004,270.640015,270.640015,43199600.0,0.39112260108283015
2017-10-18,270.907013,271.667999,260.777008,261.643005,261.643005,22434300.0,0.6505653678246314
2017-10-19,261.860992,264.820007,260.950989,263.437012,263.437012,25258800.0,0.15079197747487783
2017-10-20,263.571991,270.834991,263.22699,269.463013,269.463013,30889800.0,0.09761996192255373
2017-10-21,269.306,270.769989,263.838989,266.272003,266.272003,25637300.0,0.3439630154211639
2017-10-22,266.496002,276.51001,266.13501,274.02301,274.02301,37808600.0,0.35168103046896193
2017-10-23,273.648987,278.68399,273.542999,276.496002,276.496002,29442500.0,0.4266653334111896
2017-10-24,276.503998,281.705994,276.503998,281.653992,281.653992,25942400.0,0.7425763168005587
2017-10-25,281.445007,294.05899,281.445007,283.679993,283.679993,45717100.0,0.014156883483387395
2017-10-26,283.627991,285.299988,280.51001,285.299988,285.299988,32108800.0,0.7844373249707011
2017-10-27,285.181,296.212006,285.007996,293.787994,293.787994,46331800.0,0.2322215355967827
2017-10-28,293.703003,306.330994,293.703003,304.618011,304.618011,50808100.0,0.8706482454392269
2017-10-29,304.324005,318.170013,301.822998,313.855011,313.855011,64495900.0,0.7446495899233042
2017-10-30,313.942993,334.169006,313.940002,328.015015,328.015015,78305000.0,0.9038469792709455
2017-10-31,328.511993,332.777008,309.251007,314.165985,314.165985,48598100.0,0.7807247887845945
2017-11-01,315.005005,327.471985,311.881012,325.431,325.431,37001100.0,0.1121428731572548
2017-11-02,325.941986,365.359985,323.209015,361.188995,361.188995,101918000.0,0.9489455609732642
2017-11-03,361.872986,417.899994,357.647003,403.416992,403.416992,206162000.0,0.4274211314324754
2017-11-04,403.664001,495.562012,380.548004,411.562988,411.562988,263900000.0,0.27629411598246045
2017-11-05,408.076996,447.561005,374.580994,386.354004,386.354004,151824992.0,0.541773201559349
2017-11-06,388.046997,395.835999,354.024994,374.470001,374.470001,122687000.0,0.6942218858383576
2017-11-07,374.269012,390.585999,372.433014,386.481995,386.481995,56625100.0,0.6253421199039159
2017-11-08,384.278015,389.894989,368.700012,373.368011,373.368011,51817600.0,0.5757296439449011
2017-11-09,374.324005,385.278015,362.894989,380.256989,380.256989,68224400.0,0.020876407262196306
2017-11-10,379.984009,381.386993,329.108002,336.819,336.819,95797904.0,0.038588908634788366
2017-11-11,339.820007,340.584991,300.997009,311.084015,311.084015,107070000.0,0.4003859340442497
2017-11-12,314.07901,345.080994,313.355988,338.152008,338.152008,78477800.0,0.36312111771475075
2017-11-13,338.497986,340.914001,326.075012,336.752991,336.752991,52003000.0,0.7604718123771491
2017-11-14,336.623993,338.181,329.970001,332.906006,332.906006,38612000.0,0.2618694034785958
2017-11-15,333.050995,334.661987,317.48999,320.165985,320.165985,44213100.0,0.010186703590617241
2017-11-16,319.734985,331.626007,315.904999,330.751007,330.751007,47980100.0,0.05510303518559567
2017-11-17,330.362,338.350006,329.614014,335.093994,335.093994,51001600.0,0.8426014380693743
2017-11-18,334.592987,336.531006,330.640015,334.589996,334.589996,43783800.0,0.5430239182221684
2017-11-19,334.678986,335.334015,325.27301,326.148987,326.148987,45011100.0,0.5386305800412572
2017-11-20,326.411011,326.472992,312.21701,322.022003,322.022003,53152900.0,0.4642020305502268
2017-11-21,322.09201,328.158997,319.595001,326.927002,326.927002,28200500.0,0.7942105901003373
2017-11-22,326.975006,327.01001,321.259003,324.536011,324.536011,23439400.0,0.15449955318256037
2017-11-23,324.350006,325.118011,321.290009,323.04599,323.04599,27478900.0,0.3133383489320677
2017-11-24,323.014008,323.058014,318.118011,320.04599,320.04599,29362600.0,0.4516850205397628
2017-11-25,320.045013,329.134003,316.769989,328.205994,328.205994,41666900.0,0.7273853062137101
2017-11-26,328.303009,366.756989,328.229004,352.68399,352.68399,106105000.0,0.2845339003830506
2017-11-27,351.860992,363.588989,347.869995,358.041992,358.041992,55179100.0,0.24624130185913107
2017-11-28,357.140991,359.536011,352.171997,357.381012,357.381012,36816600.0,0.14605543285193978
2017-11-29,357.471985,371.938995,355.665985,371.294006,371.294006,40409300.0,0.8245415751250215
2017-11-30,371.437012,382.363007,370.382996,377.321014,377.321014,71701600.0,0.3359933842091437
2017-12-01,377.414001,378.931,356.562988,362.488007,362.488007,60452200.0,0.9205954386322748
2017-12-02,361.845001,362.231995,349.464996,359.187012,359.187012,54160500.0,0.40434853459932496
2017-12-03,359.330994,370.274994,357.411987,361.04599,361.04599,50714900.0,0.9391576758220135
2017-12-04,361.261993,363.515991,355.756989,363.183014,363.183014,35784100.0,0.4319241393715074
2017-12-05,363.721008,389.785004,363.229004,388.949005,388.949005,66282200.0,0.5060428218146451
2017-12-06,389.554993,402.80899,387.088989,388.78299,388.78299,77762000.0,0.17955174281359332
2017-12-07,389.977997,399.968994,385.411011,395.536011,395.536011,63455800.0,0.2885035151801645
2017-12-08,395.753998,415.562988,389.950012,415.562988,415.562988,57801400.0,0.9986277375123487
2017-12-09,414.44101,423.119995,406.290985,417.562988,417.562988,90917200.0,0.4906357263812525
2017-12-10,417.988007,419.509003,411.548004,415.479004,415.479004,52138900.0,0.5874302649755614
2017-12-11,415.281006,451.937988,415.281006,451.937988,451.937988,110944000.0,0.878203248259298
2017-12-12,452.334991,469.102997,410.740997,434.997009,434.997009,131969000.0,0.29502294131349904
2017-12-13,431.660004,441.679993,426.268005,433.755005,433.755005,55050600.0,0.39293475611905504
2017-12-14,433.272003,447.141998,430.455994,444.182007,444.182007,130496000.0,0.8770247247108413
2017-12-15,443.877991,465.321014,443.877991,465.321014,465.321014,83121104.0,0.5045123428977522
2017-12-16,465.208008,465.208008,443.851013,454.93399,454.93399,107944000.0,0.6148694367074506
2017-12-17,454.777008,457.859985,448.858002,456.078003,456.078003,47978400.0,0.5066681601338249
2017-12-18,455.846985,465.177002,454.940002,463.615997,463.615997,60220100.0,0.5761064797970271
2017-12-19,463.552002,465.580994,456.765015,462.321991,462.321991,47892700.0,0.8609748255643019
2017-12-20,462.234009,462.644989,434.338013,442.684998,442.684998,75409400.0,0.3611448553214175
2017-12-21,442.838013,444.729004,427.312012,438.639008,438.639008,77639696.0,0.43751200112886357
2017-12-22,437.436005,443.687988,435.515991,436.571991,436.571991,50840400.0,0.39819697093805406
2017-12-23,436.720001,444.528992,436.618988,442.401001,442.401001,47161400.0,0.21261909669978318
2017-12-24,443.091003,458.455994,443.076996,454.984985,454.984985,57157200.0,0.09079698594858965
2017-12-25,454.855011,458.304993,452.075012,455.653015,455.653015,39078500.0,0.7088209997345163
2017-12-26,455.756012,457.489014,405.76001,417.273987,417.273987,116166000.0,0.6039142248965852
2017-12-27,416.514008,424.006989,408.882996,422.822998,422.822998,53591200.0,0.7274056287084656
2017-12-28,423.342987,429.769012,418.480988,422.278992,422.278992,49638600.0,0.519881683920666
2017-12-29,422.097992,432.983002,420.627014,432.983002,432.983002,51596500.0,0.16160101093764978
2017-12-30,433.299988,434.386993,422.084015,426.619995,426.619995,46889400.0,0.8534819679517861
2017-12-31,425.875,432.92099,418.734985,430.566986,430.566986,45996600.0,0.48402146704442595
2018-01-01,430.721008,436.246002,427.515015,434.334015,434.334015,36278900.0,1.2942463581633312e-05
2018-01-02,434.622009,436.062012,431.869995,433.437988,433.437988,30096600.0,0.9663653864678866
2018-01-03,433.578003,433.743011,424.705994,430.010986,430.010986,39633800.0,0.36095248960121107
2018-01-04,430.061005,434.516998,429.084015,433.091003,433.091003,38477500.0,0.09921127229199778
2018-01-05,433.069,434.182007,429.675995,431.959991,431.959991,34522600.0,0.4404789248319818
2018-01-06,431.855988,431.855988,426.341003,429.105011,429.105011,34042500.0,0.7038877213058388
2018-01-07,430.010986,458.765991,429.076996,458.048004,458.048004,87562200.0,0.8475300011147593
2018-01-08,457.537994,462.93399,447.937988,453.230011,453.230011,56993000.0,0.9239001604521936
2018-01-09,453.382996,454.640015,446.889008,447.610992,447.610992,32278000.0,0.2730586268567968
2018-01-10,448.238007,448.30899,440.351013,447.990997,447.990997,35995900.0,0.15245502779732756
2018-01-11,448.697998,450.661987,443.855011,448.428009,448.428009,40450000.0,0.2837335914432273
2018-01-12,448.182007,448.182007,435.690002,435.690002,435.690002,115607000.0,0.6303801646419295
2018-01-13,434.665009,435.186005,424.442993,432.371002,432.371002,173888000.0,0.96093487159208
2018-01-14,432.287994,433.324005,427.845001,430.306,430.306,43945500.0,0.09741724723539846
2018-01-15,430.255005,430.255005,364.330994,364.330994,364.330994,153351008.0,0.1504406192626282
2018-01-16,365.072998,390.557007,354.914001,387.536011,387.536011,120352000.0,0.03484429995713001
2018-01-17,387.152008,390.964996,380.09201,382.299011,382.299011,45319600.0,0.5516897641512641
2018-01-18,381.733002,388.104004,376.665009,387.167999,387.167999,54403900.0,0.2556672046522629
2018-01-19,387.026001,387.730011,378.971985,380.148987,380.148987,46819800.0,0.0613031485398946
2018-01-20,379.73999,425.266998,376.598999,420.230011,420.230011,121720000.0,0.27199231145621716
2018-01-21,419.631989,422.877014,406.299988,410.261993,410.261993,68338000.0,0.7646946517663566
2018-01-22,409.751007,410.410004,375.282013,382.492004,382.492004,91546600.0,0.908826490068718
2018-01-23,382.43399,394.542999,381.980988,387.490997,387.490997,56247400.0,0.8122354657297751
2018-01-24,388.10199,405.484985,387.51001,402.971008,402.971008,54824800.0,0.3832290401841666
2018-01-25,402.316986,402.316986,388.553986,391.726013,391.726013,59062400.0,0.7371896124617443
2018-01-26,392.002014,397.765991,390.575012,392.153015,392.153015,58147000.0,0.7121853006803038
2018-01-27,392.444,396.842987,391.782013,394.971985,394.971985,47424400.0,0.9490841495148424
